user_id,total_spend,avg_spend,transaction_count,late_night_ratio,avg_gap,monthly_income,monthly_spend,spending_income_ratio,cluster,user_type
19,264300.67,858.1190584415584,308,0.41233766233766234,13.967911255411256,68007.78,44050.111666666664,0.6477216528265834,1,High-Value Spender
20,328099.65,1079.2751644736843,304,0.03618421052631579,14.167763157894736,98136.28,54683.275,0.5572177282448448,1,High-Value Spender
21,370571.86,795.2185836909871,466,0.19742489270386265,9.200250357653792,110411.99,61761.97666666666,0.5593774432166893,1,High-Value Spender
22,54859.87,155.8519034090909,352,0.09943181818181818,12.213257575757575,20000.0,9143.311666666666,0.45716558333333335,2,Balanced Spender
23,148849.53,299.4960362173038,497,0.24949698189134809,8.670523138832998,51539.99,24808.255,0.4813399265308356,3,Late-Night Spender
24,182895.27,533.222361516035,343,0.16034985422740525,12.509766763848395,50935.5,30482.545,0.598453828861992,1,High-Value Spender
25,114153.89,275.7340338164251,414,0.4178743961352657,10.4006038647343,34257.01,19025.648333333334,0.5553797115782532,3,Late-Night Spender
26,110448.78,152.3431448275862,725,0.07586206896551724,5.950758620689656,54072.34,18408.13,0.3404352391629436,0,Frequent Spender
27,88219.21,191.36488069414318,461,0.2039045553145336,9.321438900939986,30342.87,14703.201666666668,0.4845685878318916,2,Balanced Spender
28,142489.37,272.44621414913956,523,0.019120458891013385,8.233843212237094,42133.79,23748.228333333333,0.5636385507530496,0,Frequent Spender
29,125502.93000000001,250.50485029940123,501,0.249500998003992,8.591084497671323,32262.8,20917.155000000002,0.6483366291828361,0,Frequent Spender
30,298069.74,563.458865784499,529,0.2060491493383743,8.140390674228103,63364.01,49678.29,0.7840143008625874,0,Frequent Spender
31,144276.78,297.4778969072165,485,0.3979381443298969,8.876769759450172,33330.07,24046.13,0.721454530398526,3,Late-Night Spender
32,226107.66,493.68484716157207,458,0.2205240174672489,9.396251819505094,82045.47,37684.61,0.459313719575255,2,Balanced Spender
33,177793.92,450.11118987341774,395,0.4962025316455696,10.824177215189874,64050.2,29632.320000000003,0.4626421150909756,3,Late-Night Spender
34,387102.75,563.4683406113537,687,0.22125181950509462,6.27612809315866,109470.59,64517.125,0.5893557803972739,0,Frequent Spender
35,70363.98,161.3852752293578,436,0.06422018348623854,9.875840978593272,20000.0,11727.33,0.5863665,0,Frequent Spender
36,161139.99,257.41212460063895,626,0.023961661341853034,6.874014909478168,43464.2,26856.664999999997,0.6179031248705831,0,Frequent Spender
37,237916.13,314.2881505944518,757,0.02906208718626156,5.685468956406869,81467.33,39652.68833333333,0.486731163686515,0,Frequent Spender
38,86055.2,142.0052805280528,606,0.2706270627062706,7.120489548954895,32735.68,14342.533333333333,0.43813152295395524,0,Frequent Spender
39,66131.06,188.9458857142857,350,0.21428571428571427,12.330619047619047,29170.88,11021.843333333332,0.37783719014761746,2,Balanced Spender
40,119816.62,259.3433333333333,462,0.16017316017316016,9.316341991341991,43161.02,19969.436666666665,0.46267295505682365,2,Balanced Spender
41,646160.54,1432.7284700665189,451,0.15077605321507762,9.51869918699187,202933.12,107693.42333333334,0.5306843128087388,1,High-Value Spender
42,137189.81,320.5369392523364,428,0.26635514018691586,10.08411214953271,46627.87,22864.968333333334,0.49037128080981035,3,Late-Night Spender
43,402814.2,810.4913480885313,497,0.3843058350100604,8.677498323272971,103824.55,67135.7,0.6466264481762742,3,Late-Night Spender
44,157373.8,306.1747081712062,514,0.377431906614786,8.35885214007782,50117.91,26228.966666666664,0.5233451807281402,3,Late-Night Spender
45,85509.75,212.71082089552237,402,0.12189054726368159,10.720149253731343,25401.62,14251.625,0.5610518148055125,2,Balanced Spender
46,116234.91,352.22700000000003,330,0.051515151515151514,13.044444444444446,61052.28,19372.485,0.3173097712321309,2,Balanced Spender
47,147524.82,257.9105244755245,572,0.14160839160839161,7.539918414918414,45172.63,24587.47,0.5443001658305041,0,Frequent Spender
48,219060.08,375.10287671232874,584,0.14383561643835616,7.394948630136986,54786.73,36510.01333333333,0.6664024907734651,0,Frequent Spender
49,113034.69,379.3110402684564,298,0.2953020134228188,14.435346756152127,44151.28,18839.115,0.4266946507553122,2,Balanced Spender
50,83370.08,162.51477582846005,513,0.3216374269005848,8.335542560103963,25268.35,13895.013333333334,0.5498979289638356,3,Late-Night Spender
51,108069.21,199.02248618784532,543,0.3848987108655617,7.926887661141805,40297.69,18011.535,0.44696197226193357,3,Late-Night Spender
52,92188.0,160.8865619546248,573,0.19197207678883071,7.53150087260035,35945.21,15364.666666666666,0.42744684664985033,0,Frequent Spender
53,141688.48,244.7124006908463,579,0.22279792746113988,7.418624064478987,35731.24,23614.74666666667,0.6608991646152407,0,Frequent Spender
54,105888.67,236.35863839285713,448,0.07366071428571429,9.600446428571429,36862.16,17648.111666666668,0.478759564460321,2,Balanced Spender
55,206446.19,889.8542672413794,232,0.15086206896551724,18.508836206896554,56985.51,34407.698333333334,0.6037973220443816,1,High-Value Spender
56,283111.85,521.3846224677716,543,0.11970534069981584,7.940423572744014,77400.15,47185.30833333333,0.6096281251823585,0,Frequent Spender
57,87482.45,181.8761954261954,481,0.06860706860706861,8.959771309771309,37114.89,14580.408333333333,0.39284525249390023,2,Balanced Spender
58,208088.87,835.6982730923695,249,0.1606425702811245,17.27925033467202,71884.37,34681.47833333333,0.4824620196759509,1,High-Value Spender
59,297882.77,526.2946466431096,566,0.037102473498233215,7.584452296819788,74149.68,49647.128333333334,0.6695528333140931,0,Frequent Spender
60,128577.1,291.55804988662135,441,0.05668934240362812,9.762660619803476,27487.11,21429.516666666666,0.7796205809438194,0,Frequent Spender
61,95911.53,169.15613756613757,567,0.20458553791887124,7.59482657260435,32615.45,15985.255,0.49011296793390857,0,Frequent Spender
62,45998.41,135.68852507374632,339,0.10619469026548672,12.695083579154375,20000.0,7666.401666666668,0.3833200833333334,2,Balanced Spender
63,200994.18,346.5416896551724,580,0.19310344827586207,7.417959770114943,67462.19,33499.03,0.4965600731313347,0,Frequent Spender
64,83830.86,167.66172,500,0.26,8.609566666666666,38611.2,13971.81,0.361858994281452,3,Late-Night Spender
65,178467.78,370.26510373443983,482,0.14315352697095435,8.922614107883817,56388.79,29744.63,0.5274919004291456,0,Frequent Spender
66,282594.11,715.4281265822784,395,0.0759493670886076,10.907130801687764,59042.63,47099.01833333333,0.7977120655589586,1,High-Value Spender
67,68202.71,187.37008241758244,364,0.19505494505494506,11.844093406593407,30789.08,11367.118333333334,0.36919317931335827,2,Balanced Spender
68,239248.58,421.21228873239437,568,0.1795774647887324,7.577552816901409,88759.1,39874.76333333333,0.44924704434061774,0,Frequent Spender
69,359888.4,899.721,400,0.4075,10.758958333333332,74983.99,59981.4,0.7999227568444943,1,High-Value Spender
70,118930.43,438.85767527675273,271,0.1070110701107011,15.879827798277983,41402.74,19821.73833333333,0.4787542644118078,2,Balanced Spender
71,128589.97,399.34773291925467,322,0.30745341614906835,13.314544513457555,50043.12,21431.661666666667,0.4282638985472262,2,Balanced Spender
72,266101.97,555.5364718162839,479,0.4091858037578288,9.007967988865692,46529.3,44350.32833333333,0.953169902262302,3,Late-Night Spender
73,172620.87,411.98298329355606,419,0.2553699284009546,10.265433571996816,65739.31,28770.145,0.4376398991714395,2,Balanced Spender
74,144985.48,254.80752196836556,569,0.28295254833040423,7.567721148213239,49087.12,24164.24666666667,0.49227265047667634,3,Late-Night Spender
75,162977.29,393.6649516908213,414,0.24879227053140096,10.403945249597424,68284.03,27162.881666666668,0.3977925975761341,2,Balanced Spender
76,152395.8,371.6970731707317,410,0.12439024390243902,10.505121951219513,44234.6,25399.3,0.5741953131711375,2,Balanced Spender
77,90991.81,160.47938271604937,567,0.20458553791887124,7.611081716637273,31874.45,15165.301666666666,0.47578237951295366,0,Frequent Spender
78,245774.34,434.9988318584071,565,0.22654867256637168,7.631976401179941,67867.23,40962.39,0.6035665519279334,0,Frequent Spender
79,291036.56,548.0914500941619,531,0.3578154425612053,8.129723791588198,88549.41,48506.09333333333,0.547785618597948,3,Late-Night Spender
80,49336.38,115.54187353629976,427,0.3185011709601874,10.092193598750976,20000.0,8222.73,0.41113649999999996,3,Late-Night Spender
81,203399.46,467.58496551724136,435,0.1425287356321839,9.870114942528735,81680.9,33899.909999999996,0.41502860521860063,2,Balanced Spender
82,108129.45,162.84555722891565,664,0.2936746987951807,6.496561244979919,51829.46,18021.575,0.34770910212068584,0,Frequent Spender
83,36067.83,117.10334415584416,308,0.22077922077922077,13.983658008658008,20000.0,6011.305,0.30056525,2,Balanced Spender
84,102226.74,216.58207627118645,472,0.08050847457627118,9.121963276836158,40176.84,17037.79,0.42406993680936583,2,Balanced Spender
85,159418.49,369.8804872389791,431,0.027842227378190254,9.98739365815932,39393.14,26569.748333333333,0.6744765289929499,0,Frequent Spender
86,75831.57,255.32515151515153,297,0.10437710437710437,14.46492704826038,35475.9,12638.595000000001,0.35625861500342487,2,Balanced Spender
87,188673.54,384.2638289205703,491,0.3075356415478615,8.767718940936863,66204.51,31445.59,0.4749765537121263,3,Late-Night Spender
88,230192.38,360.2384663536776,639,0.10485133020344288,6.719926969222743,77642.22,38365.39666666667,0.49413059887605826,0,Frequent Spender
89,178914.02,260.0494476744186,688,0.2005813953488372,6.272625968992248,53201.31,29819.00333333333,0.5604937798210858,0,Frequent Spender
90,246727.41,514.0154375,480,0.16875,8.972881944444445,62219.69,41121.235,0.6609038874992788,0,Frequent Spender
91,135618.76,319.85556603773585,424,0.04245283018867924,10.138011006289307,40406.57,22603.126666666667,0.5593923628426434,2,Balanced Spender
92,132059.16,252.02129770992366,524,0.04389312977099236,8.219624681933842,39814.8,22009.86,0.5528059917417644,0,Frequent Spender
93,138710.57,266.75109615384616,520,0.34615384615384615,8.25772435897436,40194.06,23118.428333333333,0.5751702697695464,3,Late-Night Spender
94,280593.75,519.6180555555555,540,0.1685185185185185,7.9766975308641985,61430.7,46765.625,0.7612744930466363,0,Frequent Spender
95,168148.55,287.43341880341876,585,0.17777777777777778,7.357863247863248,49326.55,28024.75833333333,0.5681475459632456,0,Frequent Spender
96,307287.4,584.1965779467681,526,0.13878326996197718,8.192205323193917,104336.21,51214.56666666667,0.49086090693409956,0,Frequent Spender
97,71781.3,137.2491395793499,523,0.16634799235181644,8.230528999362651,28241.84,11963.550000000001,0.42361085538336035,0,Frequent Spender
98,361125.14,604.8997319932998,597,0.1507537688442211,7.221663874930206,103005.31,60187.52333333334,0.5843147633198069,0,Frequent Spender
99,106583.39,249.0266121495327,428,0.14485981308411214,10.054088785046728,55056.25,17763.898333333334,0.3226499867559693,2,Balanced Spender
100,162910.44,305.07573033707865,534,0.12734082397003746,8.06607365792759,38047.49,27151.74,0.7136276269472704,0,Frequent Spender
101,209612.67,394.00877819548873,532,0.2199248120300752,8.11109022556391,85078.99,34935.445,0.4106236451561073,0,Frequent Spender
102,80112.98,196.83778869778868,407,0.1769041769041769,10.567117117117117,20000.0,13352.163333333332,0.6676081666666666,2,Balanced Spender
103,153467.12,308.78696177062375,497,0.3501006036217304,8.667102615694166,60874.57,25577.853333333333,0.4201730432483274,3,Late-Night Spender
104,146226.06,255.63996503496503,572,0.07342657342657342,7.516462703962705,57652.13,24371.01,0.4227252314875443,0,Frequent Spender
105,69907.97,159.60723744292238,438,0.4497716894977169,9.82952815829528,20000.0,11651.328333333333,0.5825664166666666,3,Late-Night Spender
106,115191.13,285.1265594059406,404,0.14108910891089108,10.678011551155116,42158.42,19198.521666666667,0.4553899711295316,2,Balanced Spender
107,246726.04,378.4141717791411,652,0.18251533742331288,6.582924335378323,51662.74,41121.00666666667,0.7959509438846385,0,Frequent Spender
108,165529.84,232.48573033707865,712,0.17837078651685392,6.066081460674158,45158.45,27588.306666666667,0.6109223559857938,0,Frequent Spender
109,170946.68,432.7764050632911,395,0.060759493670886074,10.85873417721519,46806.86,28491.11333333333,0.608695249656425,2,Balanced Spender
110,131381.72,292.6096213808463,449,0.0378619153674833,9.564402375649593,42007.95,21896.953333333335,0.5212573651733383,2,Balanced Spender
111,97575.99,209.84083870967743,465,0.6795698924731183,9.282831541218638,40516.02,16262.665,0.4013885124945639,3,Late-Night Spender
112,369820.23,785.1809554140127,471,0.46496815286624205,9.138782731776363,88107.72,61636.704999999994,0.6995607762861188,3,Late-Night Spender
113,86663.67,205.85194774346792,421,0.023752969121140142,10.210490894695171,39983.18,14443.945,0.3612505308482217,2,Balanced Spender
114,103044.51,201.25880859375,512,0.07421875,8.386100260416667,29114.45,17174.085,0.5898818284391427,0,Frequent Spender
115,111716.43,287.188766066838,389,0.11053984575835475,11.072579263067695,46381.25,18619.405,0.40144250101064544,2,Balanced Spender
116,175116.61,296.807813559322,590,0.3305084745762712,7.294830508474576,55731.52,29186.101666666666,0.5236911117203813,3,Late-Night Spender
117,87497.16,156.80494623655915,558,0.14516129032258066,7.7222520908004775,30080.89,14582.86,0.4847881827964532,0,Frequent Spender
118,228419.74,482.9169978858351,473,0.046511627906976744,9.106377730796336,59457.23,38069.956666666665,0.6402914610496766,0,Frequent Spender
119,136284.15,223.05098199672668,611,0.14402618657937807,7.065220949263503,83631.99,22714.024999999998,0.27159493633955134,0,Frequent Spender
120,124289.24,170.72697802197803,728,0.06456043956043957,5.92900641025641,78885.49,20714.873333333333,0.2625942151507626,0,Frequent Spender
121,220399.51,319.8831785195936,689,0.32220609579100146,6.263691340106434,70096.1,36733.25166666667,0.5240413042475497,0,Frequent Spender
122,124104.96,183.04566371681418,678,0.1902654867256637,6.366175024582104,40887.7,20684.16,0.5058773176285289,0,Frequent Spender
123,104488.97,259.277841191067,403,0.456575682382134,10.666832092638545,34738.22,17414.828333333335,0.5013160816338124,3,Late-Night Spender
124,174331.48,345.8957936507937,504,0.23412698412698413,8.520436507936509,39028.86,29055.24666666667,0.7444554277697752,0,Frequent Spender
125,192805.72,355.0749907918969,543,0.16390423572744015,7.948956414978514,60835.24,32134.286666666667,0.5282182936512894,0,Frequent Spender
126,106315.56,426.9701204819277,249,0.028112449799196786,17.302074966532796,42472.07,17719.26,0.41719793737390237,2,Balanced Spender
127,112435.57,339.684501510574,331,0.1268882175226586,12.993001007049346,43251.51,18739.26166666667,0.4332625997720465,2,Balanced Spender
128,283530.72,474.9258291457286,597,0.08710217755443886,7.219514237855947,64933.26,47255.119999999995,0.7277490765133307,0,Frequent Spender
129,444785.42,873.8416895874263,509,0.48330058939096265,8.481990831696136,136712.99,74130.90333333334,0.542237451856867,3,Late-Night Spender
130,189411.85,450.98059523809525,420,0.19285714285714287,10.231666666666667,64755.26,31568.641666666666,0.4875069865624301,2,Balanced Spender
131,104814.43,169.60263754045306,618,0.3220064724919094,6.967125134843582,39253.75,17469.071666666667,0.4450293708669023,3,Late-Night Spender
132,176938.66,395.8359284116331,447,0.19463087248322147,9.645302013422818,70664.48,29489.77666666667,0.4173210737086959,2,Balanced Spender
133,83212.67,207.5128927680798,401,0.11221945137157108,10.74725685785536,29822.22,13868.778333333334,0.4650484884536877,2,Balanced Spender
134,240073.26,434.91532608695655,552,0.1322463768115942,7.79873188405797,76950.02,40012.21,0.5199766029950349,0,Frequent Spender
135,61311.93,163.93564171122995,374,0.0374331550802139,11.489973262032086,27275.12,10218.655,0.37465114727267934,2,Balanced Spender
136,182708.61000000002,381.43759916492695,479,0.302713987473904,8.98455114822547,60095.29,30451.435,0.5067191621839249,3,Late-Night Spender
137,75226.02,144.38775431861805,521,0.028790786948176585,8.258093410108764,25567.32,12537.67,0.4903787334769542,0,Frequent Spender
138,548299.66,921.5120336134454,595,0.43025210084033616,7.244033613445378,171548.3,91383.27666666667,0.5326970693773513,3,Late-Night Spender
139,337065.42,685.0923170731706,492,0.13211382113821138,8.746172086720868,126756.72,56177.57,0.4431920453605931,0,Frequent Spender
140,184724.89,615.7496333333333,300,0.12666666666666668,14.314277777777777,61816.2,30787.48166666667,0.49804875852392533,1,High-Value Spender
141,44669.16,173.13627906976745,258,0.2868217054263566,16.658979328165373,20000.0,7444.860000000001,0.37224300000000005,2,Balanced Spender
142,183773.4,255.9518105849582,718,0.022284122562674095,5.994011142061281,52745.49,30628.899999999998,0.5806923018441956,0,Frequent Spender
143,104800.08,217.8795841995842,481,0.17463617463617465,8.924705474705474,41346.04,17466.68,0.4224510980979073,2,Balanced Spender
144,239862.04,807.6162962962964,297,0.13131313131313133,14.478675645342314,82204.72,39977.00666666667,0.4863103562260983,1,High-Value Spender
145,130678.64,369.14870056497176,354,0.1807909604519774,12.166525423728814,33973.44,21779.773333333334,0.6410823670883293,2,Balanced Spender
146,351792.9,605.4955249569708,581,0.23407917383820998,7.4070567986230635,109169.21,58632.15,0.5370758843084052,0,Frequent Spender
147,94009.68,168.77859964093355,557,0.12746858168761221,7.747336923997606,38122.68,15668.279999999999,0.41099628882334605,0,Frequent Spender
148,260141.08,387.11470238095234,672,0.20386904761904762,6.390500992063492,76985.25,43356.846666666665,0.5631838133495268,0,Frequent Spender
149,113815.13,168.36557692307693,676,0.051775147928994084,6.365236686390532,35702.81,18969.188333333335,0.5313079932177142,0,Frequent Spender
150,169962.71,255.96793674698793,664,0.0572289156626506,6.4866967871485945,45157.32,28327.118333333332,0.6272984830218741,0,Frequent Spender
151,125193.6,508.9170731707317,246,0.2804878048780488,17.479336043360433,51089.66,20865.600000000002,0.4084114084924425,2,Balanced Spender
152,101286.61,250.70943069306932,404,0.3886138613861386,10.633539603960395,31734.95,16881.101666666666,0.5319403895914966,3,Late-Night Spender
153,267974.43,669.936075,400,0.1625,10.765541666666666,87563.72,44662.405,0.5100560483268641,2,Balanced Spender
154,261250.34,397.64130898021307,657,0.0228310502283105,6.54728564180619,79141.42,43541.723333333335,0.5501761698657079,0,Frequent Spender
155,185716.17,398.5325536480687,466,0.07510729613733906,9.225929899856938,67872.2,30952.695000000003,0.456043785231656,2,Balanced Spender
156,260585.24,571.4588596491228,456,0.20614035087719298,9.426498538011696,71394.24,43430.87333333333,0.6083246118080861,0,Frequent Spender
157,95779.56,233.60868292682926,410,0.2073170731707317,10.488861788617886,30889.39,15963.26,0.5167878031906749,2,Balanced Spender
158,255831.03,380.7009375,672,0.1875,6.409523809523809,84914.53,42638.505,0.5021343814774691,0,Frequent Spender
159,88021.58,274.2105295950156,321,0.0529595015576324,13.387331256490134,41624.96,14670.263333333334,0.35243909743897256,2,Balanced Spender
160,130147.56,283.5458823529412,459,0.0915032679738562,9.387799564270152,37815.67,21691.26,0.5736050690097517,0,Frequent Spender
161,161147.3,281.2343804537522,573,0.04013961605584642,7.503432228039557,41216.37,26857.88333333333,0.6516314593772652,0,Frequent Spender
162,88539.19,224.14984810126583,395,0.1848101265822785,10.859240506329114,28766.75,14756.531666666668,0.5129718048325469,2,Balanced Spender
163,197029.17,290.1755081001473,679,0.2916053019145803,6.343765341188022,71746.45,32838.195,0.45769783731459884,0,Frequent Spender
164,147621.51,232.1092924528302,636,0.11320754716981132,6.760980083857443,46835.42,24603.585000000003,0.5253200462385094,0,Frequent Spender
165,167899.64,603.9555395683453,278,0.18345323741007194,15.4447242206235,51466.64,27983.273333333334,0.5437167324957164,1,High-Value Spender
166,86496.87,223.50612403100774,387,0.12919896640826872,11.083376399655469,27854.32,14416.144999999999,0.5175550866077505,2,Balanced Spender
167,384646.41,681.9971808510638,564,0.05673758865248227,7.630673758865248,99768.1,64107.73499999999,0.6425674639488974,0,Frequent Spender
168,101115.93,171.96586734693875,588,0.20748299319727892,7.338803854875283,28394.22,16852.655,0.5935241397721085,0,Frequent Spender
169,132749.01,533.1285542168675,249,0.21285140562248997,17.22115127175368,60399.71,22124.835000000003,0.3663069739904381,2,Balanced Spender
170,653891.21,1642.9427386934672,398,0.06030150753768844,10.771649916247906,173080.61,108981.86833333333,0.6296596038882307,1,High-Value Spender
171,116247.21,322.9089166666667,360,0.03611111111111111,11.950925925925926,36448.56,19374.535,0.5315583112199769,2,Balanced Spender
172,145971.67,546.7103745318352,267,0.07865168539325842,16.073845193508113,68160.29,24328.611666666668,0.3569323379737186,2,Balanced Spender
173,263652.51,599.21025,440,0.35,9.760113636363636,94795.32,43942.085,0.4635469873407252,3,Late-Night Spender
174,290398.18,520.4268458781362,558,0.26881720430107525,7.733243727598565,61590.01,48399.69666666666,0.7858368048108234,0,Frequent Spender
175,151499.53,348.2747816091954,435,0.2482758620689655,9.908314176245211,61040.96,25249.921666666665,0.41365538265890095,2,Balanced Spender
176,296336.35,538.7933636363636,550,0.08727272727272728,7.840484848484848,99262.65,49389.39166666666,0.4975626951997218,0,Frequent Spender
177,77693.74,131.90787775891343,589,0.030560271646859084,7.2885681946802485,20000.0,12948.956666666667,0.6474478333333333,0,Frequent Spender
178,410028.9,1070.571540469974,383,0.28720626631853785,11.2088772845953,108050.39,68338.15000000001,0.6324655561169192,1,High-Value Spender
179,86067.35,225.8985564304462,381,0.32808398950131235,11.316229221347331,33925.45,14344.558333333334,0.42282588243732466,2,Balanced Spender
180,101048.38,200.49281746031747,504,0.34325396825396826,8.567757936507936,34049.18,16841.396666666667,0.494619743167579,3,Late-Night Spender
181,174032.87,287.18295379537955,606,0.12211221122112212,7.091886688668867,53661.2,29005.478333333333,0.5405298117323752,0,Frequent Spender
182,350101.86,1111.434476190476,315,0.5238095238095238,13.636031746031744,94999.67,58350.31,0.614215923065838,1,High-Value Spender
183,245851.73,640.2388802083334,384,0.1171875,11.19709201388889,72740.45,40975.28833333334,0.5633081501878713,1,High-Value Spender
184,153571.88,217.52390934844195,706,0.28328611898017,6.102880075542965,46936.97,25595.313333333335,0.5453124335323165,0,Frequent Spender
185,228687.91,573.152656641604,399,0.06516290726817042,10.764035087719297,85142.29,38114.651666666665,0.44765828669473967,2,Balanced Spender
186,60702.91,95.59513385826772,635,0.014173228346456693,6.773254593175853,28734.57,10117.151666666667,0.35208989265079194,0,Frequent Spender
187,103674.27,200.91912790697674,516,0.2926356589147287,8.347254521963825,45727.92,17279.045000000002,0.3778664107180034,3,Late-Night Spender
188,70267.8,115.00458265139116,611,0.19476268412438624,7.03633387888707,21193.4,11711.300000000001,0.5525918446308756,0,Frequent Spender
189,71433.81,125.54272407732864,569,0.1195079086115993,7.571792618629175,21349.06,11905.635,0.5576655365622655,0,Frequent Spender
190,157284.93,386.44945945945943,407,0.10565110565110565,10.547051597051595,66227.35,26214.155,0.3958206843547265,2,Balanced Spender
191,181496.5,300.4908940397351,604,0.10264900662251655,7.125193156732892,67254.07,30249.416666666668,0.4497782315132254,0,Frequent Spender
192,156742.89,296.8615340909091,528,0.36174242424242425,8.181376262626262,49427.06,26123.815000000002,0.5285326499290066,3,Late-Night Spender
193,90113.4,266.6076923076923,338,0.6568047337278107,12.773323471400394,32570.18,15018.9,0.46112425537715784,3,Late-Night Spender
194,214788.79,472.06327472527477,455,0.44835164835164837,9.46992673992674,104620.83,35798.13166666667,0.34217021282154486,3,Late-Night Spender
195,197823.35,422.6994658119658,468,0.11538461538461539,9.197257834757835,53997.89,32970.558333333334,0.6105897532909774,0,Frequent Spender
196,117633.28,244.55983367983367,481,0.6029106029106029,8.930977130977132,51546.07,19605.546666666665,0.3803499794779052,3,Late-Night Spender
197,89524.87,155.9666724738676,574,0.09233449477351917,7.494599303135888,20000.0,14920.811666666666,0.7460405833333333,0,Frequent Spender
198,279753.4,621.6742222222223,450,0.09777777777777778,9.560074074074073,84247.01,46625.56666666667,0.5534388302524526,0,Frequent Spender
199,156919.66,427.5740054495913,367,0.21798365122615804,11.700363306085375,68074.82,26153.27666666667,0.3841842940850474,2,Balanced Spender
200,168413.13,449.10168,375,0.034666666666666665,11.482355555555555,43876.04,28068.855,0.6397308189162012,2,Balanced Spender
201,67131.62,149.18137777777775,450,0.5177777777777778,9.59511111111111,20000.0,11188.603333333333,0.5594301666666667,3,Late-Night Spender
202,137118.92,282.7194226804124,485,0.22268041237113403,8.869106529209622,33923.82,22853.153333333335,0.6736609654612404,0,Frequent Spender
203,144859.09,196.81941576086956,736,0.14266304347826086,5.845086050724638,47780.86,24143.181666666667,0.5052898099085422,0,Frequent Spender
204,158114.62,348.27008810572687,454,0.3502202643171806,9.502679882525696,68444.73,26352.436666666665,0.38501776055901843,3,Late-Night Spender
205,218434.91,489.7643721973094,446,0.19282511210762332,9.633408071748878,53241.24,36405.818333333336,0.6837898278352146,0,Frequent Spender
206,274039.39,658.7485336538462,416,0.026442307692307692,10.324639423076924,68921.42,45673.23166666667,0.6626855869578234,1,High-Value Spender
207,273760.32,538.8982677165354,508,0.16141732283464566,8.471095800524933,62609.38,45626.72,0.7287521454452991,0,Frequent Spender
208,332449.47,785.9325531914893,423,0.12529550827423167,10.170488573680064,107684.64,55408.244999999995,0.5145417675167043,1,High-Value Spender
209,154961.54,355.416376146789,436,0.02981651376146789,9.838340978593271,48594.92,25826.923333333336,0.531473728804026,2,Balanced Spender
210,123537.29,270.3222975929978,457,0.25601750547045954,9.38231218088986,44705.06,20589.548333333332,0.4605641583600007,3,Late-Night Spender
211,64342.19,134.3260751565762,479,0.4822546972860125,8.983159359777314,20037.88,10723.698333333334,0.5351713022202614,3,Late-Night Spender
212,272136.34,528.420077669903,515,0.07572815533980583,8.352621359223301,75200.15,45356.05666666667,0.6031378483509232,0,Frequent Spender
213,315277.63,603.9801340996169,522,0.06896551724137931,8.246168582375478,110272.79,52546.27166666667,0.4765116731576908,0,Frequent Spender
