user_id,date_time,amount,description,category
1,2026-02-03 22:00:00,375.25,Zomato,food
1,2026-02-03 12:00:00,757.91,Amazon,shopping
1,2026-02-03 21:00:00,959.82,Amazon,shopping
1,2026-02-03 17:00:00,229.68,Flipkart,shopping
1,2026-02-04 21:00:00,746.83,Auto,transport
1,2026-02-04 08:00:00,632.31,Netflix,entertainment
1,2026-02-04 09:00:00,173.79,Movie,entertainment
1,2026-02-04 19:00:00,600.37,Zomato,food
1,2026-02-05 19:00:00,562.78,Amazon,shopping
1,2026-02-06 13:00:00,117.77,Flipkart,shopping
1,2026-02-06 23:00:00,382.17,Zomato,food
1,2026-02-06 19:00:00,650.09,Amazon,shopping
1,2026-02-06 11:00:00,761.7,Netflix,entertainment
1,2026-02-06 14:00:00,560.41,Uber,transport
1,2026-02-07 22:00:00,663.31,Swiggy,food
1,2026-02-07 17:00:00,303.03,Uber,transport
1,2026-02-07 13:00:00,642.51,Uber,transport
1,2026-02-08 21:00:00,109.85,Flipkart,shopping
1,2026-02-08 17:00:00,548.34,Amazon,shopping
1,2026-02-08 09:00:00,119.81,Amazon,shopping
1,2026-02-08 00:00:00,174.43,Swiggy,food
1,2026-02-09 00:00:00,741.5,Zomato,food
1,2026-02-09 22:00:00,598.6,Netflix,entertainment
1,2026-02-09 19:00:00,87.0,Flipkart,shopping
1,2026-02-09 13:00:00,248.22,Auto,transport
1,2026-02-10 13:00:00,792.75,Flipkart,shopping
1,2026-02-10 10:00:00,816.37,Netflix,entertainment
1,2026-02-10 17:00:00,673.72,Netflix,entertainment
1,2026-02-10 11:00:00,168.82,Swiggy,food
1,2026-02-10 14:00:00,709.92,Netflix,entertainment
1,2026-02-11 10:00:00,816.56,Uber,transport
1,2026-02-12 23:00:00,392.98,Swiggy,food
1,2026-02-12 09:00:00,315.39,Auto,transport
1,2026-02-12 18:00:00,811.4,Flipkart,shopping
1,2026-02-13 17:00:00,534.32,Uber,transport
1,2026-02-13 20:00:00,101.07,Flipkart,shopping
1,2026-02-14 17:00:00,400.24,Amazon,shopping
1,2026-02-14 13:00:00,443.45,Netflix,entertainment
1,2026-02-15 21:00:00,537.99,Netflix,entertainment
1,2026-02-15 10:00:00,676.99,Movie,entertainment
1,2026-02-16 23:00:00,615.16,Auto,transport
1,2026-02-16 17:00:00,561.6,Auto,transport
1,2026-02-16 14:00:00,801.84,Movie,entertainment
1,2026-02-16 21:00:00,184.44,Zomato,food
1,2026-02-16 23:00:00,239.06,Cafe,food
1,2026-02-17 08:00:00,639.6,Swiggy,food
1,2026-02-17 10:00:00,302.47,Auto,transport
1,2026-02-17 11:00:00,630.39,Amazon,shopping
1,2026-02-17 12:00:00,899.59,Amazon,shopping
1,2026-02-18 23:00:00,331.56,Auto,transport
1,2026-02-18 17:00:00,482.3,Netflix,entertainment
1,2026-02-18 15:00:00,173.14,Amazon,shopping
1,2026-02-18 18:00:00,596.26,Uber,transport
1,2026-02-18 22:00:00,222.54,Zomato,food
1,2026-02-19 14:00:00,703.6,Auto,transport
1,2026-02-20 15:00:00,556.61,Amazon,shopping
1,2026-02-20 20:00:00,654.62,Movie,entertainment
1,2026-02-20 08:00:00,416.83,Movie,entertainment
1,2026-02-20 23:00:00,145.48,Flipkart,shopping
1,2026-02-20 09:00:00,284.95,Amazon,shopping
1,2026-02-21 16:00:00,942.92,Movie,entertainment
1,2026-02-22 20:00:00,537.19,Amazon,shopping
1,2026-02-22 21:00:00,681.2,Netflix,entertainment
1,2026-02-23 10:00:00,977.3,Auto,transport
1,2026-02-23 09:00:00,631.24,Auto,transport
1,2026-02-23 00:00:00,767.05,Cafe,food
1,2026-02-23 22:00:00,881.16,Amazon,shopping
1,2026-02-23 12:00:00,186.79,Uber,transport
1,2026-02-24 09:00:00,711.52,Amazon,shopping
1,2026-02-24 09:00:00,559.87,Movie,entertainment
1,2026-02-24 16:00:00,476.47,Uber,transport
1,2026-02-24 17:00:00,195.47,Amazon,shopping
1,2026-02-25 08:00:00,711.98,Swiggy,food
1,2026-02-25 23:00:00,481.55,Swiggy,food
1,2026-02-25 22:00:00,774.08,Flipkart,shopping
1,2026-02-26 09:00:00,247.18,Swiggy,food
1,2026-02-26 14:00:00,206.11,Movie,entertainment
1,2026-02-27 22:00:00,550.4,Cafe,food
1,2026-02-27 19:00:00,953.56,Flipkart,shopping
1,2026-02-27 16:00:00,85.34,Zomato,food
1,2026-02-27 14:00:00,592.02,Swiggy,food
1,2026-02-27 18:00:00,477.39,Flipkart,shopping
1,2026-02-28 17:00:00,152.23,Zomato,food
1,2026-02-28 09:00:00,656.68,Swiggy,food
1,2026-02-28 12:00:00,842.45,Auto,transport
1,2026-03-01 00:00:00,480.28,Swiggy,food
1,2026-03-01 23:00:00,581.93,Cafe,food
1,2026-03-01 19:00:00,296.43,Auto,transport
1,2026-03-01 15:00:00,216.36,Netflix,entertainment
1,2026-03-02 10:00:00,615.36,Movie,entertainment
1,2026-03-02 23:00:00,446.9,Swiggy,food
1,2026-03-03 08:00:00,843.66,Auto,transport
1,2026-03-03 16:00:00,280.43,Flipkart,shopping
1,2026-03-03 22:00:00,774.31,Netflix,entertainment
1,2026-03-03 11:00:00,833.09,Auto,transport
1,2026-03-03 08:00:00,604.0,Movie,entertainment
1,2026-03-04 17:00:00,530.37,Amazon,shopping
1,2026-03-04 12:00:00,570.16,Swiggy,food
1,2026-03-05 17:00:00,500.81,Amazon,shopping
1,2026-03-06 19:00:00,780.42,Uber,transport
1,2026-03-07 23:00:00,937.39,Zomato,food
1,2026-03-07 17:00:00,776.1,Auto,transport
1,2026-03-07 21:00:00,360.32,Movie,entertainment
1,2026-03-07 00:00:00,180.09,Swiggy,food
1,2026-03-08 22:00:00,969.41,Swiggy,food
1,2026-03-08 14:00:00,235.15,Uber,transport
1,2026-03-09 21:00:00,263.89,Cafe,food
1,2026-03-09 18:00:00,590.39,Uber,transport
1,2026-03-09 22:00:00,167.0,Amazon,shopping
1,2026-03-09 15:00:00,133.69,Auto,transport
1,2026-03-09 23:00:00,822.6,Uber,transport
1,2026-03-10 16:00:00,149.28,Uber,transport
1,2026-03-10 11:00:00,718.62,Cafe,food
1,2026-03-10 00:00:00,822.29,Zomato,food
1,2026-03-11 22:00:00,847.58,Auto,transport
1,2026-03-11 16:00:00,835.19,Cafe,food
1,2026-03-11 18:00:00,639.29,Netflix,entertainment
1,2026-03-11 17:00:00,497.73,Netflix,entertainment
1,2026-03-11 20:00:00,972.14,Cafe,food
1,2026-03-12 12:00:00,400.91,Flipkart,shopping
1,2026-03-13 08:00:00,788.0,Auto,transport
1,2026-03-13 23:00:00,145.54,Cafe,food
1,2026-03-13 19:00:00,684.15,Auto,transport
1,2026-03-13 22:00:00,581.76,Cafe,food
1,2026-03-13 23:00:00,156.19,Cafe,food
1,2026-03-14 20:00:00,619.85,Uber,transport
1,2026-03-15 10:00:00,309.94,Amazon,shopping
1,2026-03-16 18:00:00,399.79,Auto,transport
1,2026-03-16 09:00:00,691.65,Auto,transport
1,2026-03-16 18:00:00,96.21,Amazon,shopping
1,2026-03-17 23:00:00,856.27,Cafe,food
1,2026-03-18 00:00:00,265.1,Cafe,food
1,2026-03-18 08:00:00,232.51,Amazon,shopping
1,2026-03-18 17:00:00,67.47,Flipkart,shopping
1,2026-03-18 19:00:00,576.75,Cafe,food
1,2026-03-18 18:00:00,342.77,Movie,entertainment
1,2026-03-19 11:00:00,410.49,Movie,entertainment
1,2026-03-20 21:00:00,433.12,Movie,entertainment
1,2026-03-20 09:00:00,201.22,Flipkart,shopping
1,2026-03-20 11:00:00,597.31,Auto,transport
1,2026-03-20 10:00:00,884.25,Zomato,food
1,2026-03-21 18:00:00,806.28,Swiggy,food
1,2026-03-22 14:00:00,647.79,Auto,transport
1,2026-03-22 21:00:00,494.63,Flipkart,shopping
1,2026-03-22 11:00:00,143.35,Auto,transport
1,2026-03-23 13:00:00,705.37,Swiggy,food
1,2026-03-24 15:00:00,849.41,Movie,entertainment
1,2026-03-24 13:00:00,392.31,Amazon,shopping
1,2026-03-24 16:00:00,52.33,Movie,entertainment
1,2026-03-24 22:00:00,762.7,Swiggy,food
1,2026-03-24 19:00:00,465.93,Cafe,food
1,2026-03-25 23:00:00,474.58,Uber,transport
1,2026-03-26 22:00:00,491.0,Cafe,food
1,2026-03-26 10:00:00,675.59,Cafe,food
1,2026-03-27 10:00:00,111.7,Flipkart,shopping
1,2026-03-27 10:00:00,168.61,Movie,entertainment
1,2026-03-27 16:00:00,779.62,Uber,transport
1,2026-03-28 10:00:00,438.38,Flipkart,shopping
1,2026-03-28 10:00:00,521.01,Flipkart,shopping
1,2026-03-28 18:00:00,747.25,Auto,transport
1,2026-03-29 00:00:00,536.26,Zomato,food
1,2026-03-29 23:00:00,322.59,Swiggy,food
1,2026-03-29 12:00:00,488.63,Auto,transport
1,2026-03-29 13:00:00,744.02,Uber,transport
1,2026-03-30 09:00:00,158.61,Amazon,shopping
1,2026-03-31 00:00:00,927.26,Swiggy,food
1,2026-03-31 19:00:00,737.54,Amazon,shopping
1,2026-03-31 23:00:00,667.1,Zomato,food
1,2026-03-31 23:00:00,330.14,Cafe,food
1,2026-04-01 17:00:00,241.89,Uber,transport
1,2026-04-02 12:00:00,475.95,Uber,transport
1,2026-04-03 15:00:00,325.69,Movie,entertainment
1,2026-04-03 17:00:00,959.45,Netflix,entertainment
1,2026-04-03 14:00:00,118.54,Zomato,food
1,2026-04-04 20:00:00,412.51,Flipkart,shopping
1,2026-04-04 18:00:00,905.36,Flipkart,shopping
1,2026-04-04 20:00:00,408.01,Netflix,entertainment
1,2026-04-04 08:00:00,412.62,Swiggy,food
1,2026-04-04 12:00:00,380.25,Swiggy,food
1,2026-04-05 14:00:00,386.5,Flipkart,shopping
1,2026-04-05 16:00:00,749.02,Uber,transport
1,2026-04-05 21:00:00,169.98,Movie,entertainment
1,2026-04-06 13:00:00,594.85,Netflix,entertainment
1,2026-04-06 14:00:00,190.09,Swiggy,food
1,2026-04-06 08:00:00,84.54,Swiggy,food
1,2026-04-06 16:00:00,390.46,Movie,entertainment
1,2026-04-06 20:00:00,262.77,Netflix,entertainment
1,2026-04-07 08:00:00,110.92,Amazon,shopping
1,2026-04-07 14:00:00,950.69,Uber,transport
1,2026-04-07 18:00:00,715.88,Zomato,food
1,2026-04-07 12:00:00,703.1,Uber,transport
1,2026-04-08 17:00:00,933.36,Flipkart,shopping
1,2026-04-08 16:00:00,304.36,Uber,transport
1,2026-04-08 08:00:00,767.96,Auto,transport
1,2026-04-09 21:00:00,973.07,Netflix,entertainment
1,2026-04-09 14:00:00,528.38,Cafe,food
1,2026-04-09 14:00:00,665.15,Auto,transport
1,2026-04-10 21:00:00,153.66,Auto,transport
1,2026-04-10 09:00:00,685.8,Cafe,food
1,2026-04-10 21:00:00,145.51,Movie,entertainment
1,2026-04-10 21:00:00,324.99,Flipkart,shopping
1,2026-04-11 20:00:00,799.89,Auto,transport
1,2026-04-12 11:00:00,909.78,Uber,transport
1,2026-04-12 22:00:00,688.06,Amazon,shopping
1,2026-04-13 22:00:00,841.53,Zomato,food
1,2026-04-13 20:00:00,793.33,Cafe,food
1,2026-04-14 14:00:00,377.68,Amazon,shopping
1,2026-04-14 10:00:00,871.76,Uber,transport
1,2026-04-15 20:00:00,973.32,Uber,transport
1,2026-04-15 08:00:00,878.95,Amazon,shopping
1,2026-04-15 18:00:00,875.92,Movie,entertainment
1,2026-04-16 23:00:00,306.72,Amazon,shopping
1,2026-04-16 10:00:00,191.42,Amazon,shopping
1,2026-04-16 11:00:00,397.68,Netflix,entertainment
1,2026-04-16 19:00:00,469.93,Cafe,food
1,2026-04-17 19:00:00,409.4,Netflix,entertainment
1,2026-04-18 22:00:00,299.62,Zomato,food
1,2026-04-19 18:00:00,398.47,Uber,transport
1,2026-04-19 21:00:00,770.46,Netflix,entertainment
1,2026-04-19 13:00:00,434.99,Cafe,food
1,2026-04-19 14:00:00,445.31,Flipkart,shopping
1,2026-04-19 21:00:00,444.93,Amazon,shopping
1,2026-04-20 11:00:00,837.0,Auto,transport
1,2026-04-20 21:00:00,325.55,Cafe,food
1,2026-04-20 17:00:00,957.59,Netflix,entertainment
1,2026-04-20 10:00:00,83.66,Zomato,food
1,2026-04-21 19:00:00,888.82,Amazon,shopping
1,2026-04-21 18:00:00,379.81,Movie,entertainment
1,2026-04-22 22:00:00,388.01,Swiggy,food
1,2026-04-22 00:00:00,781.32,Zomato,food
1,2026-04-22 21:00:00,182.07,Amazon,shopping
1,2026-04-22 21:00:00,954.83,Uber,transport
1,2026-04-23 11:00:00,864.72,Zomato,food
1,2026-04-23 09:00:00,724.48,Netflix,entertainment
1,2026-04-23 22:00:00,800.8,Cafe,food
1,2026-04-23 00:00:00,313.7,Cafe,food
1,2026-04-24 00:00:00,270.58,Swiggy,food
1,2026-04-24 23:00:00,490.32,Movie,entertainment
1,2026-04-25 17:00:00,699.35,Auto,transport
1,2026-04-25 21:00:00,71.71,Auto,transport
1,2026-04-25 19:00:00,902.81,Uber,transport
1,2026-04-25 23:00:00,498.47,Zomato,food
1,2026-04-26 00:00:00,111.66,Swiggy,food
1,2026-04-26 10:00:00,227.12,Uber,transport
1,2026-04-27 16:00:00,597.49,Netflix,entertainment
1,2026-04-27 15:00:00,503.56,Movie,entertainment
1,2026-04-27 12:00:00,473.86,Flipkart,shopping
1,2026-04-27 15:00:00,806.27,Flipkart,shopping
1,2026-04-27 23:00:00,545.28,Swiggy,food
1,2026-04-28 14:00:00,405.23,Swiggy,food
1,2026-04-29 17:00:00,84.68,Netflix,entertainment
1,2026-04-29 18:00:00,552.5,Uber,transport
1,2026-04-29 10:00:00,463.83,Cafe,food
1,2026-04-29 21:00:00,974.62,Movie,entertainment
1,2026-04-30 17:00:00,633.63,Auto,transport
1,2026-04-30 14:00:00,199.57,Netflix,entertainment
2,2026-01-01 18:00:00,964.26,Auto,transport
2,2026-01-01 11:00:00,993.44,Amazon,shopping
2,2026-01-01 23:00:00,491.63,Zomato,food
2,2026-01-02 16:00:00,461.27,Movie,entertainment
2,2026-01-03 19:00:00,992.87,Netflix,entertainment
2,2026-01-04 22:00:00,592.61,Swiggy,food
2,2026-01-04 23:00:00,288.97,Zomato,food
2,2026-01-04 21:00:00,926.42,Movie,entertainment
2,2026-01-05 21:00:00,359.63,Amazon,shopping
2,2026-01-05 23:00:00,55.86,Swiggy,food
2,2026-01-05 11:00:00,174.37,Uber,transport
2,2026-01-05 08:00:00,693.5,Netflix,entertainment
2,2026-01-06 15:00:00,866.96,Movie,entertainment
2,2026-01-06 09:00:00,689.92,Cafe,food
2,2026-01-07 23:00:00,376.15,Zomato,food
2,2026-01-08 08:00:00,942.42,Flipkart,shopping
2,2026-01-08 00:00:00,495.35,Zomato,food
2,2026-01-08 09:00:00,485.41,Auto,transport
2,2026-01-08 10:00:00,208.6,Amazon,shopping
2,2026-01-09 11:00:00,225.4,Amazon,shopping
2,2026-01-10 15:00:00,857.45,Amazon,shopping
2,2026-01-10 22:00:00,391.93,Zomato,food
2,2026-01-10 00:00:00,312.44,Swiggy,food
2,2026-01-10 18:00:00,300.63,Auto,transport
2,2026-01-10 23:00:00,162.27,Flipkart,shopping
2,2026-01-11 22:00:00,86.03,Swiggy,food
2,2026-01-11 23:00:00,172.79,Amazon,shopping
2,2026-01-11 12:00:00,593.82,Cafe,food
2,2026-01-12 22:00:00,189.77,Zomato,food
2,2026-01-12 08:00:00,58.88,Amazon,shopping
2,2026-01-12 18:00:00,954.55,Movie,entertainment
2,2026-01-12 21:00:00,780.78,Amazon,shopping
2,2026-01-13 13:00:00,786.93,Movie,entertainment
2,2026-01-14 12:00:00,539.8,Auto,transport
2,2026-01-14 14:00:00,100.93,Uber,transport
2,2026-01-14 12:00:00,854.36,Movie,entertainment
2,2026-01-15 22:00:00,948.22,Cafe,food
2,2026-01-15 22:00:00,812.0,Swiggy,food
2,2026-01-16 14:00:00,895.35,Flipkart,shopping
2,2026-01-16 13:00:00,777.16,Flipkart,shopping
2,2026-01-16 23:00:00,389.56,Zomato,food
2,2026-01-17 23:00:00,832.57,Flipkart,shopping
2,2026-01-17 23:00:00,772.78,Flipkart,shopping
2,2026-01-18 14:00:00,893.17,Zomato,food
2,2026-01-18 23:00:00,812.61,Flipkart,shopping
2,2026-01-18 23:00:00,52.22,Cafe,food
2,2026-01-18 12:00:00,594.82,Flipkart,shopping
2,2026-01-19 12:00:00,159.17,Amazon,shopping
2,2026-01-20 22:00:00,315.74,Zomato,food
2,2026-01-20 09:00:00,330.77,Netflix,entertainment
2,2026-01-21 09:00:00,981.43,Flipkart,shopping
2,2026-01-21 21:00:00,139.07,Movie,entertainment
2,2026-01-21 12:00:00,360.59,Movie,entertainment
2,2026-01-22 18:00:00,730.71,Flipkart,shopping
2,2026-01-22 00:00:00,722.21,Zomato,food
2,2026-01-23 17:00:00,235.73,Auto,transport
2,2026-01-23 10:00:00,876.44,Movie,entertainment
2,2026-01-23 10:00:00,724.03,Movie,entertainment
2,2026-01-24 13:00:00,234.26,Flipkart,shopping
2,2026-01-24 11:00:00,757.93,Flipkart,shopping
2,2026-01-24 10:00:00,822.16,Netflix,entertainment
2,2026-01-24 13:00:00,588.06,Uber,transport
2,2026-01-25 20:00:00,966.01,Amazon,shopping
2,2026-01-25 23:00:00,399.59,Cafe,food
2,2026-01-25 20:00:00,689.51,Uber,transport
2,2026-01-26 15:00:00,865.02,Uber,transport
2,2026-01-27 15:00:00,290.19,Netflix,entertainment
2,2026-01-28 22:00:00,545.72,Flipkart,shopping
2,2026-01-29 23:00:00,167.2,Amazon,shopping
2,2026-01-29 13:00:00,391.09,Flipkart,shopping
2,2026-01-30 08:00:00,585.4,Cafe,food
2,2026-01-30 17:00:00,66.16,Netflix,entertainment
2,2026-01-30 23:00:00,381.37,Amazon,shopping
2,2026-01-31 22:00:00,647.0,Zomato,food
2,2026-02-01 08:00:00,496.23,Auto,transport
2,2026-02-01 14:00:00,366.41,Movie,entertainment
2,2026-02-01 14:00:00,610.41,Cafe,food
2,2026-02-01 12:00:00,440.89,Cafe,food
2,2026-02-01 18:00:00,261.73,Cafe,food
2,2026-02-02 15:00:00,509.34,Auto,transport
2,2026-02-02 00:00:00,321.68,Cafe,food
2,2026-02-02 11:00:00,68.44,Netflix,entertainment
2,2026-02-03 10:00:00,624.77,Flipkart,shopping
2,2026-02-03 09:00:00,786.84,Uber,transport
2,2026-02-03 08:00:00,361.12,Cafe,food
2,2026-02-03 09:00:00,393.08,Zomato,food
2,2026-02-03 12:00:00,657.25,Flipkart,shopping
2,2026-02-04 19:00:00,808.1,Cafe,food
2,2026-02-04 09:00:00,347.09,Uber,transport
2,2026-02-04 10:00:00,228.74,Flipkart,shopping
2,2026-02-05 09:00:00,744.21,Auto,transport
2,2026-02-05 22:00:00,308.86,Swiggy,food
2,2026-02-05 18:00:00,901.28,Netflix,entertainment
2,2026-02-05 10:00:00,886.15,Uber,transport
2,2026-02-06 14:00:00,101.35,Movie,entertainment
2,2026-02-06 11:00:00,411.13,Uber,transport
2,2026-02-06 18:00:00,857.02,Netflix,entertainment
2,2026-02-06 13:00:00,545.0,Uber,transport
2,2026-02-06 20:00:00,322.12,Movie,entertainment
2,2026-02-07 19:00:00,342.61,Auto,transport
2,2026-02-07 19:00:00,438.79,Swiggy,food
2,2026-02-07 13:00:00,393.66,Amazon,shopping
2,2026-02-07 15:00:00,563.32,Flipkart,shopping
2,2026-02-07 22:00:00,723.0,Movie,entertainment
2,2026-02-08 09:00:00,709.37,Auto,transport
2,2026-02-08 15:00:00,344.85,Uber,transport
2,2026-02-08 11:00:00,76.15,Amazon,shopping
2,2026-02-08 16:00:00,814.99,Zomato,food
2,2026-02-09 22:00:00,206.57,Cafe,food
2,2026-02-09 14:00:00,78.14,Cafe,food
2,2026-02-10 12:00:00,591.68,Netflix,entertainment
2,2026-02-10 18:00:00,303.07,Netflix,entertainment
2,2026-02-10 17:00:00,838.22,Movie,entertainment
2,2026-02-11 18:00:00,688.4,Auto,transport
2,2026-02-11 13:00:00,237.53,Zomato,food
2,2026-02-12 15:00:00,426.64,Uber,transport
2,2026-02-12 13:00:00,538.39,Swiggy,food
2,2026-02-12 21:00:00,143.66,Movie,entertainment
2,2026-02-12 15:00:00,832.73,Netflix,entertainment
2,2026-02-13 16:00:00,213.2,Auto,transport
2,2026-02-14 00:00:00,661.92,Zomato,food
2,2026-02-14 15:00:00,380.56,Uber,transport
2,2026-02-14 00:00:00,647.4,Zomato,food
2,2026-02-14 14:00:00,312.51,Flipkart,shopping
2,2026-02-15 15:00:00,482.01,Amazon,shopping
2,2026-02-15 21:00:00,160.75,Movie,entertainment
2,2026-02-15 13:00:00,575.91,Movie,entertainment
2,2026-02-16 12:00:00,533.32,Netflix,entertainment
2,2026-02-16 08:00:00,134.04,Amazon,shopping
2,2026-02-16 10:00:00,990.24,Auto,transport
2,2026-02-16 13:00:00,303.07,Flipkart,shopping
2,2026-02-16 23:00:00,748.46,Auto,transport
2,2026-02-17 16:00:00,131.72,Auto,transport
2,2026-02-18 21:00:00,466.89,Flipkart,shopping
2,2026-02-18 18:00:00,233.86,Swiggy,food
2,2026-02-18 15:00:00,689.03,Movie,entertainment
2,2026-02-19 22:00:00,908.49,Auto,transport
2,2026-02-20 17:00:00,266.22,Auto,transport
2,2026-02-20 15:00:00,715.26,Movie,entertainment
2,2026-02-20 19:00:00,316.76,Uber,transport
2,2026-02-20 19:00:00,395.82,Flipkart,shopping
2,2026-02-21 18:00:00,561.74,Movie,entertainment
2,2026-02-21 08:00:00,710.17,Amazon,shopping
2,2026-02-21 23:00:00,830.01,Zomato,food
2,2026-02-21 15:00:00,454.77,Auto,transport
2,2026-02-21 22:00:00,337.01,Auto,transport
